"Row.ID","Order.ID","Order.Date","Ship.Date","Ship.Mode","Customer.ID","Customer.Name","Segment","Country","City","State","Postal.Code","Region","Product.ID","Category","Sub.Category","Product.Name","Sales","discount","transactionSalesDecileRank","cleanOrderDate","weekdays","month","yr"
8634,"CA-2017-107783","28/07/2017","29/07/2017","First Class","OT-18730","Olvera Toch","Consumer","United States","Bethlehem","Pennsylvania",18018,"East","OFF-AP-10004052","Office Supplies","Appliances","Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",9.48,5.39723760552218,2,2017-07-28,"Friday",7,2017
8635,"CA-2018-159793","25/08/2018","29/08/2018","Standard Class","SV-20365","Seth Vernon","Consumer","United States","Philadelphia","Pennsylvania",19140,"East","FUR-BO-10001798","Furniture","Bookcases","Bush Somerset Collection Bookcase",130.98,5.18023180036738,7,2018-08-25,"Saturday",8,2018
8636,"CA-2015-160094","30/04/2015","02/05/2015","First Class","JM-16195","Justin MacKendrick","Consumer","United States","Louisville","Kentucky",40214,"South","OFF-AR-10004010","Office Supplies","Art","Hunt Boston Vacuum Mount KS Pencil Sharpener",174.95,5.13478898464778,8,2015-04-30,"Thursday",4,2015
8637,"CA-2015-160094","30/04/2015","02/05/2015","First Class","JM-16195","Justin MacKendrick","Consumer","United States","Louisville","Kentucky",40214,"South","OFF-ST-10000585","Office Supplies","Storage","Economy Rollaway Files",826,5.1904386589971,10,2015-04-30,"Thursday",4,2015
8638,"CA-2018-151281","27/04/2018","02/05/2018","Standard Class","HM-14980","Henry MacAllister","Consumer","United States","Seattle","Washington",98105,"West","FUR-FU-10000397","Furniture","Furnishings","Luxo Economy Swing Arm Lamp",139.58,5.38387279587294,7,2018-04-27,"Friday",4,2018
8639,"CA-2018-118346","23/07/2018","24/07/2018","First Class","PO-19180","Philisse Overcash","Home Office","United States","Kenosha","Wisconsin",53142,"Central","TEC-AC-10000736","Technology","Accessories","Logitech G600 MMO Gaming Mouse",399.95,5.2555268103517,9,2018-07-23,"Monday",7,2018
8640,"CA-2015-129819","13/12/2015","15/12/2015","Second Class","KC-16675","Kimberly Carter","Corporate","United States","Henderson","Kentucky",42420,"South","OFF-BI-10004970","Office Supplies","Binders","ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,5.27521812394879,2,2015-12-13,"Sunday",12,2015
8641,"US-2018-148551","12/01/2018","16/01/2018","Standard Class","DB-13120","David Bremer","Corporate","United States","Dallas","Texas",75217,"Central","OFF-BI-10000545","Office Supplies","Binders","GBC Ibimaster 500 Manual ProClick Binding System",760.98,5.35726564661304,10,2018-01-12,"Friday",1,2018
8642,"CA-2018-147767","02/12/2018","02/12/2018","Same Day","SV-20935","Susan Vittorini","Consumer","United States","Peoria","Arizona",85345,"West","OFF-BI-10001670","Office Supplies","Binders","Vinyl Sectional Post Binders",67.86,5.05077662617639,6,2018-12-02,"Sunday",12,2018
8643,"CA-2016-108259","08/11/2016","15/11/2016","Standard Class","NS-18640","Noel Staavos","Corporate","United States","Jacksonville","North Carolina",28540,"South","OFF-FA-10000624","Office Supplies","Fasteners","OIC Binder Clips",31.504,5.23486327338314,4,2016-11-08,"Tuesday",11,2016
8644,"CA-2016-108259","08/11/2016","15/11/2016","Standard Class","NS-18640","Noel Staavos","Corporate","United States","Jacksonville","North Carolina",28540,"South","OFF-LA-10002945","Office Supplies","Labels","Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",5.04,5.10101320293926,1,2016-11-08,"Tuesday",11,2016
8645,"CA-2016-108259","08/11/2016","15/11/2016","Standard Class","NS-18640","Noel Staavos","Corporate","United States","Jacksonville","North Carolina",28540,"South","OFF-BI-10000315","Office Supplies","Binders","Poly Designer Cover & Back",39.879,5.28270426204815,5,2016-11-08,"Tuesday",11,2016
8646,"CA-2016-108259","08/11/2016","15/11/2016","Standard Class","NS-18640","Noel Staavos","Corporate","United States","Jacksonville","North Carolina",28540,"South","FUR-FU-10000023","Furniture","Furnishings","Eldon Wave Desk Accessories",4.712,5.29908793717556,1,2016-11-08,"Tuesday",11,2016
8647,"CA-2017-113341","25/11/2017","29/11/2017","Standard Class","MH-17455","Mark Hamilton","Consumer","United States","Los Angeles","California",90032,"West","FUR-CH-10004698","Furniture","Chairs","Padded Folding Chairs, Black, 4/Carton",194.352,5.12249281778622,8,2017-11-25,"Saturday",11,2017
8648,"US-2016-131842","05/12/2016","08/12/2016","First Class","RR-19525","Rick Reed","Corporate","United States","Nashville","Tennessee",37211,"South","FUR-CH-10004477","Furniture","Chairs","Global Push Button Manager's Chair, Indigo",97.424,5.20024503868468,7,2016-12-05,"Monday",12,2016
8649,"CA-2017-164574","29/07/2017","03/08/2017","Standard Class","RH-19555","Ritsa Hightower","Consumer","United States","Charlotte","North Carolina",28205,"South","OFF-ST-10003816","Office Supplies","Storage","Fellowes High-Stak Drawer Files",704.76,5.2692267067869,10,2017-07-29,"Saturday",7,2017
8650,"CA-2017-164574","29/07/2017","03/08/2017","Standard Class","RH-19555","Ritsa Hightower","Consumer","United States","Charlotte","North Carolina",28205,"South","OFF-BI-10002429","Office Supplies","Binders","Premier Elliptical Ring Binder, Black",27.396,4.94166909935934,4,2017-07-29,"Saturday",7,2017
8651,"CA-2015-142769","13/09/2015","13/09/2015","Same Day","RP-19390","Resi Pölking","Consumer","United States","Seattle","Washington",98103,"West","OFF-FA-10000840","Office Supplies","Fasteners","OIC Thumb-Tacks",5.7,5.33244858619657,1,2015-09-13,"Sunday",9,2015
8652,"CA-2015-142769","13/09/2015","13/09/2015","Same Day","RP-19390","Resi Pölking","Consumer","United States","Seattle","Washington",98103,"West","FUR-FU-10001918","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",14.19,5.33489904708053,3,2015-09-13,"Sunday",9,2015
8653,"CA-2015-142769","13/09/2015","13/09/2015","Same Day","RP-19390","Resi Pölking","Consumer","United States","Seattle","Washington",98103,"West","OFF-SU-10001574","Office Supplies","Supplies","Acme Value Line Scissors",7.3,5.25542615238722,1,2015-09-13,"Sunday",9,2015
8654,"CA-2015-142769","13/09/2015","13/09/2015","Same Day","RP-19390","Resi Pölking","Consumer","United States","Seattle","Washington",98103,"West","TEC-AC-10001606","Technology","Accessories","Logitech Wireless Performance Mouse MX for PC and Mac",199.98,5.34455102198016,8,2015-09-13,"Sunday",9,2015
8655,"CA-2015-142769","13/09/2015","13/09/2015","Same Day","RP-19390","Resi Pölking","Consumer","United States","Seattle","Washington",98103,"West","TEC-AC-10003399","Technology","Accessories","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive",144.96,5.25410229659976,7,2015-09-13,"Sunday",9,2015
8656,"CA-2015-142769","13/09/2015","13/09/2015","Same Day","RP-19390","Resi Pölking","Consumer","United States","Seattle","Washington",98103,"West","TEC-AC-10000865","Technology","Accessories","WD My Passport Ultra 500GB Portable External Hard Drive",118,5.03709616308389,7,2015-09-13,"Sunday",9,2015
8657,"CA-2015-142769","13/09/2015","13/09/2015","Same Day","RP-19390","Resi Pölking","Consumer","United States","Seattle","Washington",98103,"West","OFF-PA-10002923","Office Supplies","Paper","Xerox 1942",48.94,5.01264045510169,5,2015-09-13,"Sunday",9,2015
8658,"CA-2015-142769","13/09/2015","13/09/2015","Same Day","RP-19390","Resi Pölking","Consumer","United States","Seattle","Washington",98103,"West","OFF-AP-10004785","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",22.66,5.16956350106481,4,2015-09-13,"Sunday",9,2015
8659,"CA-2017-168361","21/06/2017","25/06/2017","Standard Class","KB-16600","Ken Brennan","Corporate","United States","Chicago","Illinois",60623,"Central","OFF-BI-10003727","Office Supplies","Binders","Avery Durable Slant Ring Binders With Label Holder",0.836,4.88350998112321,1,2017-06-21,"Wednesday",6,2017
8660,"CA-2017-153185","03/09/2017","08/09/2017","Standard Class","MH-17620","Matt Hagelstein","Corporate","United States","Cincinnati","Ohio",45231,"East","OFF-PA-10002246","Office Supplies","Paper","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,5.32030550582502,4,2017-09-03,"Sunday",9,2017
8661,"CA-2018-124765","25/11/2018","30/11/2018","Standard Class","HZ-14950","Henia Zydlo","Consumer","United States","Fort Lauderdale","Florida",33311,"South","FUR-BO-10003965","Furniture","Bookcases","O'Sullivan Manor Hill 2-Door Library in Brianna Oak",723.92,5.14203925996133,10,2018-11-25,"Sunday",11,2018
8662,"CA-2016-131856","12/05/2016","17/05/2016","Standard Class","JG-15160","James Galang","Consumer","United States","Houston","Texas",77041,"Central","FUR-FU-10000175","Furniture","Furnishings","DAX Wood Document Frame.",21.968,5.19517394725738,4,2016-05-12,"Thursday",5,2016
8663,"CA-2016-131856","12/05/2016","17/05/2016","Standard Class","JG-15160","James Galang","Consumer","United States","Houston","Texas",77041,"Central","TEC-PH-10001336","Technology","Phones","Digium D40 VoIP phone",619.152,5.56977140643222,10,2016-05-12,"Thursday",5,2016
8664,"CA-2016-131856","12/05/2016","17/05/2016","Standard Class","JG-15160","James Galang","Consumer","United States","Houston","Texas",77041,"Central","OFF-PA-10001954","Office Supplies","Paper","Xerox 1964",127.904,5.19241071893499,7,2016-05-12,"Thursday",5,2016
8665,"CA-2018-126634","30/03/2018","01/04/2018","Second Class","AB-10165","Alan Barnes","Consumer","United States","Lakewood","California",90712,"West","FUR-FU-10004973","Furniture","Furnishings","Flat Face Poster Frame",94.2,5.11019706590388,7,2018-03-30,"Friday",3,2018
8666,"CA-2017-118500","17/11/2017","18/11/2017","First Class","HJ-14875","Heather Jas","Home Office","United States","San Francisco","California",94122,"West","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",49.5,5.66962766361387,5,2017-11-17,"Friday",11,2017
8667,"CA-2017-163951","30/12/2017","02/01/2018","First Class","CJ-11875","Carl Jackson","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","OFF-AR-10004269","Office Supplies","Art","Newell 31",16.52,5.34905954489365,3,2017-12-30,"Saturday",12,2017
8668,"CA-2017-149916","22/12/2017","24/12/2017","Second Class","ED-13885","Emily Ducich","Home Office","United States","Seattle","Washington",98115,"West","OFF-BI-10004002","Office Supplies","Binders","Wilson Jones International Size A4 Ring Binders",55.36,5.28849930103821,6,2017-12-22,"Friday",12,2017
8669,"CA-2017-149916","22/12/2017","24/12/2017","Second Class","ED-13885","Emily Ducich","Home Office","United States","Seattle","Washington",98115,"West","TEC-MA-10000752","Technology","Machines","Texas Instrument TI-15 Fraction Calculator",11.56,4.95732074964075,2,2017-12-22,"Friday",12,2017
8670,"CA-2016-158918","20/12/2016","25/12/2016","Second Class","AI-10855","Arianne Irving","Consumer","United States","Los Angeles","California",90036,"West","OFF-PA-10004947","Office Supplies","Paper","Easy-staple paper",17.12,5.39589413332706,3,2016-12-20,"Tuesday",12,2016
8671,"US-2015-159611","27/12/2015","01/01/2016","Second Class","KB-16315","Karl Braun","Consumer","United States","Cleveland","Ohio",44105,"East","FUR-FU-10004904","Furniture","Furnishings","Eldon ""L"" Workstation Diamond Chairmat",182.352,5.26841415742293,8,2015-12-27,"Sunday",12,2015
8672,"US-2015-159611","27/12/2015","01/01/2016","Second Class","KB-16315","Karl Braun","Consumer","United States","Cleveland","Ohio",44105,"East","OFF-ST-10002790","Office Supplies","Storage","Safco Industrial Shelving",118.16,5.23434618185304,7,2015-12-27,"Sunday",12,2015
8673,"CA-2018-163265","16/02/2018","21/02/2018","Standard Class","JS-16030","Joy Smith","Consumer","United States","Decatur","Illinois",62521,"Central","OFF-FA-10004854","Office Supplies","Fasteners","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",18.368,5.33314882564637,3,2018-02-16,"Friday",2,2018
8674,"CA-2018-163265","16/02/2018","21/02/2018","Standard Class","JS-16030","Joy Smith","Consumer","United States","Decatur","Illinois",62521,"Central","FUR-CH-10004063","Furniture","Chairs","Global Deluxe High-Back Manager's Chair",600.558,5.22445805255764,10,2018-02-16,"Friday",2,2018
8675,"CA-2018-163265","16/02/2018","21/02/2018","Standard Class","JS-16030","Joy Smith","Consumer","United States","Decatur","Illinois",62521,"Central","OFF-ST-10000642","Office Supplies","Storage","Tennsco Lockers, Gray",50.352,5.21611577713419,5,2018-02-16,"Friday",2,2018
8676,"CA-2018-163265","16/02/2018","21/02/2018","Standard Class","JS-16030","Joy Smith","Consumer","United States","Decatur","Illinois",62521,"Central","OFF-AR-10004078","Office Supplies","Art","Newell 312",28.032,5.34150214785542,4,2018-02-16,"Friday",2,2018
8677,"CA-2018-163265","16/02/2018","21/02/2018","Standard Class","JS-16030","Joy Smith","Consumer","United States","Decatur","Illinois",62521,"Central","FUR-FU-10004270","Furniture","Furnishings","Executive Impressions 13"" Clairmont Wall Clock",7.692,5.15249449163133,1,2018-02-16,"Friday",2,2018
8678,"CA-2018-141705","24/10/2018","26/10/2018","First Class","PO-18850","Patrick O'Brill","Consumer","United States","Mansfield","Texas",76063,"Central","FUR-TA-10004607","Furniture","Tables","Hon 2111 Invitation Series Straight Table",517.405,4.93855269178289,9,2018-10-24,"Wednesday",10,2018
8679,"CA-2017-112739","02/09/2017","07/09/2017","Second Class","RD-19810","Ross DeVincentis","Home Office","United States","Houston","Texas",77070,"Central","OFF-BI-10001132","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",8.608,5.15876572513817,2,2017-09-02,"Saturday",9,2017
8680,"CA-2017-112739","02/09/2017","07/09/2017","Second Class","RD-19810","Ross DeVincentis","Home Office","United States","Houston","Texas",77070,"Central","TEC-AC-10001714","Technology","Accessories","Logitech MX Performance Wireless Mouse",159.56,5.30187626886065,8,2017-09-02,"Saturday",9,2017
8681,"CA-2017-143805","01/12/2017","03/12/2017","Second Class","JD-15895","Jonathan Doherty","Corporate","United States","Richmond","Virginia",23223,"South","OFF-AP-10002945","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",2104.55,5.16243607013165,10,2017-12-01,"Friday",12,2017
8682,"CA-2017-143805","01/12/2017","03/12/2017","Second Class","JD-15895","Jonathan Doherty","Corporate","United States","Richmond","Virginia",23223,"South","OFF-SU-10004664","Office Supplies","Supplies","Acme Softgrip Scissors",40.7,5.04911549627648,5,2017-12-01,"Friday",12,2017
8683,"CA-2015-133634","05/11/2015","10/11/2015","Standard Class","SR-20740","Steven Roelle","Home Office","United States","Arlington","Virginia",22204,"South","TEC-AC-10002550","Technology","Accessories","Maxell 4.7GB DVD-RW 3/Pack",47.79,5.01975022679223,5,2015-11-05,"Thursday",11,2015
8684,"CA-2018-101665","25/11/2018","01/12/2018","Standard Class","TZ-21580","Tracy Zic","Consumer","United States","San Francisco","California",94122,"West","OFF-AR-10002335","Office Supplies","Art","DIXON Oriole Pencils",5.16,5.47844165478586,1,2018-11-25,"Sunday",11,2018
8685,"CA-2017-155446","16/12/2017","23/12/2017","Standard Class","TN-21040","Tanja Norvell","Home Office","United States","San Diego","California",92024,"West","TEC-AC-10001445","Technology","Accessories","Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",21.21,5.33255274276729,3,2017-12-16,"Saturday",12,2017
8686,"CA-2018-137323","14/11/2018","18/11/2018","Second Class","PW-19030","Pauline Webber","Corporate","United States","Watertown","New York",13601,"East","OFF-ST-10003996","Office Supplies","Storage","Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",96.36,5.02657830019991,7,2018-11-14,"Wednesday",11,2018
8687,"CA-2017-144015","26/06/2017","26/06/2017","Same Day","AH-10075","Adam Hart","Corporate","United States","Los Angeles","California",90036,"West","OFF-SU-10003505","Office Supplies","Supplies","Premier Electric Letter Opener",231.72,5.23960724407035,8,2017-06-26,"Monday",6,2017
8688,"CA-2017-144015","26/06/2017","26/06/2017","Same Day","AH-10075","Adam Hart","Corporate","United States","Los Angeles","California",90036,"West","OFF-FA-10000624","Office Supplies","Fasteners","OIC Binder Clips",17.9,5.12226168514898,3,2017-06-26,"Monday",6,2017
8689,"CA-2017-144015","26/06/2017","26/06/2017","Same Day","AH-10075","Adam Hart","Corporate","United States","Los Angeles","California",90036,"West","OFF-PA-10002870","Office Supplies","Paper","Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,5.23159736427881,2,2017-06-26,"Monday",6,2017
8690,"CA-2015-101427","26/12/2015","30/12/2015","Standard Class","AY-10555","Andy Yotov","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","OFF-AR-10002257","Office Supplies","Art","Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.016,5.30234047990249,2,2015-12-26,"Saturday",12,2015
8691,"CA-2017-136770","14/08/2017","18/08/2017","Standard Class","SP-20650","Stephanie Phelps","Corporate","United States","Akron","Ohio",44312,"East","TEC-PH-10003580","Technology","Phones","Cisco IP Phone 7961G-GE VoIP phone",259.896,5.2452233943398,8,2017-08-14,"Monday",8,2017
8692,"CA-2017-136770","14/08/2017","18/08/2017","Standard Class","SP-20650","Stephanie Phelps","Corporate","United States","Akron","Ohio",44312,"East","TEC-PH-10001530","Technology","Phones","Plantronics Voyager Pro Legend",247.188,5.21076508615462,8,2017-08-14,"Monday",8,2017
8693,"CA-2017-136770","14/08/2017","18/08/2017","Standard Class","SP-20650","Stephanie Phelps","Corporate","United States","Akron","Ohio",44312,"East","TEC-AC-10000420","Technology","Accessories","Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning",279.96,5.3170992398599,8,2017-08-14,"Monday",8,2017
8694,"CA-2017-118311","24/10/2017","28/10/2017","Standard Class","ED-13885","Emily Ducich","Home Office","United States","San Francisco","California",94110,"West","TEC-AC-10000892","Technology","Accessories","NETGEAR N750 Dual Band Wi-Fi Gigabit Router",450,5.21117665972374,9,2017-10-24,"Tuesday",10,2017
8695,"US-2015-112795","23/08/2015","28/08/2015","Second Class","CR-12625","Corey Roper","Home Office","United States","Grand Rapids","Michigan",49505,"Central","OFF-PA-10001934","Office Supplies","Paper","Xerox 1993",19.44,5.43074316819882,3,2015-08-23,"Sunday",8,2015
8696,"CA-2018-127096","15/09/2018","17/09/2018","Second Class","CS-12400","Christopher Schild","Home Office","United States","San Francisco","California",94109,"West","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops",300.904,5.08080042917807,9,2018-09-15,"Saturday",9,2018
8697,"CA-2018-119284","15/06/2018","20/06/2018","Standard Class","TS-21205","Thomas Seio","Corporate","United States","Nashville","Tennessee",37211,"South","TEC-PH-10001051","Technology","Phones","HTC One",239.976,5.08249253151436,8,2018-06-15,"Friday",6,2018
8698,"CA-2018-119284","15/06/2018","20/06/2018","Standard Class","TS-21205","Thomas Seio","Corporate","United States","Nashville","Tennessee",37211,"South","FUR-FU-10004351","Furniture","Furnishings","Staple-based wall hangings",31.168,5.21175837008659,4,2018-06-15,"Friday",6,2018
8699,"CA-2018-119284","15/06/2018","20/06/2018","Standard Class","TS-21205","Thomas Seio","Corporate","United States","Nashville","Tennessee",37211,"South","FUR-TA-10004152","Furniture","Tables","Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",120.96,5.28177610168336,7,2018-06-15,"Friday",6,2018
8700,"CA-2018-119284","15/06/2018","20/06/2018","Standard Class","TS-21205","Thomas Seio","Corporate","United States","Nashville","Tennessee",37211,"South","TEC-PH-10000560","Technology","Phones","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",2239.936,5.39956371373185,10,2018-06-15,"Friday",6,2018
8701,"CA-2018-119284","15/06/2018","20/06/2018","Standard Class","TS-21205","Thomas Seio","Corporate","United States","Nashville","Tennessee",37211,"South","OFF-AP-10004249","Office Supplies","Appliances","Staple holder",76.608,5.43089762484025,6,2018-06-15,"Friday",6,2018
8702,"CA-2018-119284","15/06/2018","20/06/2018","Standard Class","TS-21205","Thomas Seio","Corporate","United States","Nashville","Tennessee",37211,"South","OFF-ST-10001490","Office Supplies","Storage","Hot File 7-Pocket, Floor Stand",142.776,5.13351137361224,7,2018-06-15,"Friday",6,2018
8703,"CA-2018-119284","15/06/2018","20/06/2018","Standard Class","TS-21205","Thomas Seio","Corporate","United States","Nashville","Tennessee",37211,"South","OFF-PA-10000312","Office Supplies","Paper","Xerox 1955",91.36,5.24486531652447,7,2018-06-15,"Friday",6,2018
8704,"CA-2016-133494","01/03/2016","05/03/2016","Standard Class","RP-19390","Resi Pölking","Consumer","United States","Philadelphia","Pennsylvania",19120,"East","OFF-AP-10002906","Office Supplies","Appliances","Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum",3.552,5.29775163519598,1,2016-03-01,"Tuesday",3,2016
8705,"CA-2017-111318","23/07/2017","26/07/2017","First Class","IL-15100","Ivan Liston","Consumer","United States","Houston","Texas",77041,"Central","TEC-PH-10004100","Technology","Phones","Griffin GC17055 Auxiliary Audio Cable",115.136,5.37344246443434,7,2017-07-23,"Sunday",7,2017
8706,"US-2015-132745","01/10/2015","05/10/2015","Standard Class","NF-18475","Neil Französisch","Home Office","United States","Reno","Nevada",89502,"West","OFF-FA-10000254","Office Supplies","Fasteners","Sterling Rubber Bands by Alliance",4.71,5.20193166744981,1,2015-10-01,"Thursday",10,2015
8707,"CA-2015-146815","08/09/2015","13/09/2015","Standard Class","PP-18955","Paul Prost","Home Office","United States","New York City","New York",10009,"East","FUR-CH-10004289","Furniture","Chairs","Global Super Steno Chair",172.764,5.22805148135983,8,2015-09-08,"Tuesday",9,2015
8708,"CA-2015-146815","08/09/2015","13/09/2015","Standard Class","PP-18955","Paul Prost","Home Office","United States","New York City","New York",10009,"East","OFF-AR-10003469","Office Supplies","Art","Nontoxic Chalk",3.52,5.11975039587566,1,2015-09-08,"Tuesday",9,2015
8709,"CA-2015-119144","16/11/2015","18/11/2015","First Class","JD-16150","Justin Deggeller","Corporate","United States","Los Angeles","California",90008,"West","TEC-PH-10004188","Technology","Phones","OtterBox Commuter Series Case - Samsung Galaxy S4",79.968,5.19658924070785,6,2015-11-16,"Monday",11,2015
8710,"CA-2015-119144","16/11/2015","18/11/2015","First Class","JD-16150","Justin Deggeller","Corporate","United States","Los Angeles","California",90008,"West","FUR-BO-10004015","Furniture","Bookcases","Bush Andora Bookcase, Maple/Graphite Gray Finish",305.9745,5.18427125463418,9,2015-11-16,"Monday",11,2015
8711,"CA-2015-119144","16/11/2015","18/11/2015","First Class","JD-16150","Justin Deggeller","Corporate","United States","Los Angeles","California",90008,"West","OFF-ST-10000991","Office Supplies","Storage","Space Solutions HD Industrial Steel Shelving.",344.91,5.14558659156427,9,2015-11-16,"Monday",11,2015
8712,"CA-2015-105648","03/03/2015","07/03/2015","Standard Class","EJ-14155","Eva Jacobs","Consumer","United States","San Diego","California",92037,"West","FUR-TA-10002958","Furniture","Tables","Bevis Oval Conference Table, Walnut",626.352,5.20078181432828,10,2015-03-03,"Tuesday",3,2015
8713,"US-2016-145422","03/12/2016","07/12/2016","Standard Class","PW-19240","Pierre Wener","Consumer","United States","San Francisco","California",94110,"West","FUR-BO-10002213","Furniture","Bookcases","Sauder Forest Hills Library, Woodland Oak Finish",359.499,5.3786062282985,9,2016-12-03,"Saturday",12,2016
8714,"CA-2018-136623","11/07/2018","16/07/2018","Standard Class","TS-21430","Tom Stivers","Corporate","United States","San Diego","California",92105,"West","TEC-PH-10000004","Technology","Phones","Belkin iPhone and iPad Lightning Cable",71.952,5.31665262486044,6,2018-07-11,"Wednesday",7,2018
8715,"CA-2018-136623","11/07/2018","16/07/2018","Standard Class","TS-21430","Tom Stivers","Corporate","United States","San Diego","California",92105,"West","OFF-BI-10003708","Office Supplies","Binders","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5.24162391522588,4,2018-07-11,"Wednesday",7,2018
8716,"CA-2018-121678","16/11/2018","20/11/2018","Second Class","BM-11650","Brian Moss","Corporate","United States","Elyria","Ohio",44035,"East","OFF-BI-10002949","Office Supplies","Binders","Prestige Round Ring Binders",1.824,5.2091855502652,1,2018-11-16,"Friday",11,2018
8717,"CA-2017-120824","12/06/2017","16/06/2017","Second Class","AW-10930","Arthur Wiediger","Home Office","United States","Houston","Texas",77070,"Central","OFF-AP-10001242","Office Supplies","Appliances","APC 7 Outlet Network SurgeArrest Surge Protector",64.384,5.50151730170398,6,2017-06-12,"Monday",6,2017
8718,"CA-2017-120824","12/06/2017","16/06/2017","Second Class","AW-10930","Arthur Wiediger","Home Office","United States","Houston","Texas",77070,"Central","FUR-FU-10001424","Furniture","Furnishings","Dax Clear Box Frame",6.984,5.09734603812345,1,2017-06-12,"Monday",6,2017
8719,"CA-2017-120824","12/06/2017","16/06/2017","Second Class","AW-10930","Arthur Wiediger","Home Office","United States","Houston","Texas",77070,"Central","OFF-AR-10003469","Office Supplies","Art","Nontoxic Chalk",11.264,5.2317003487085,2,2017-06-12,"Monday",6,2017
8720,"CA-2017-120824","12/06/2017","16/06/2017","Second Class","AW-10930","Arthur Wiediger","Home Office","United States","Houston","Texas",77070,"Central","OFF-PA-10000232","Office Supplies","Paper","Xerox 1975",15.552,5.4533996614394,3,2017-06-12,"Monday",6,2017
8721,"CA-2017-120824","12/06/2017","16/06/2017","Second Class","AW-10930","Arthur Wiediger","Home Office","United States","Houston","Texas",77070,"Central","FUR-CH-10000229","Furniture","Chairs","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs",379.372,5.2120048855314,9,2017-06-12,"Monday",6,2017
8722,"CA-2017-120824","12/06/2017","16/06/2017","Second Class","AW-10930","Arthur Wiediger","Home Office","United States","Houston","Texas",77070,"Central","OFF-ST-10002562","Office Supplies","Storage","Staple magnet",67.536,5.50774948412581,6,2017-06-12,"Monday",6,2017
8723,"CA-2017-120824","12/06/2017","16/06/2017","Second Class","AW-10930","Arthur Wiediger","Home Office","United States","Houston","Texas",77070,"Central","OFF-BI-10001525","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1.524,5.10911238089859,1,2017-06-12,"Monday",6,2017
8724,"US-2017-135209","29/12/2017","31/12/2017","Second Class","MH-17290","Marc Harrigan","Home Office","United States","Miami","Florida",33178,"South","OFF-PA-10002986","Office Supplies","Paper","Xerox 1898",37.408,5.54556137687379,5,2017-12-29,"Friday",12,2017
8725,"US-2017-135209","29/12/2017","31/12/2017","Second Class","MH-17290","Marc Harrigan","Home Office","United States","Miami","Florida",33178,"South","OFF-PA-10000143","Office Supplies","Paper","Astroparche Fine Business Paper",25.344,5.43677398031442,4,2017-12-29,"Friday",12,2017
8726,"CA-2018-148145","18/03/2018","23/03/2018","Standard Class","SW-20275","Scott Williamson","Consumer","United States","Seattle","Washington",98115,"West","OFF-AR-10003752","Office Supplies","Art","Deluxe Chalkboard Eraser Cleaner",46.2,5.17750742955719,5,2018-03-18,"Sunday",3,2018
8727,"CA-2016-103870","27/12/2016","31/12/2016","Standard Class","SP-20860","Sung Pak","Corporate","United States","Murfreesboro","Tennessee",37130,"South","TEC-AC-10002370","Technology","Accessories","Maxell CD-R Discs",4.728,5.19870896025847,1,2016-12-27,"Tuesday",12,2016
8728,"CA-2016-103870","27/12/2016","31/12/2016","Standard Class","SP-20860","Sung Pak","Corporate","United States","Murfreesboro","Tennessee",37130,"South","FUR-FU-10002030","Furniture","Furnishings","Executive Impressions 14"" Contract Wall Clock with Quartz Movement",53.352,5.0545311491139,5,2016-12-27,"Tuesday",12,2016
8729,"CA-2016-103870","27/12/2016","31/12/2016","Standard Class","SP-20860","Sung Pak","Corporate","United States","Murfreesboro","Tennessee",37130,"South","FUR-BO-10002853","Furniture","Bookcases","O'Sullivan 5-Shelf Heavy-Duty Bookcases",131.104,5.43787869550218,7,2016-12-27,"Tuesday",12,2016
