"FirstName","LastName","lat","lon","county","city","state","LandValue","DwellingUnitSize","PropertyType","EstHomeValue"
"Ismael","Macejkovic",48.71685,-122.10161,"Whatcom County","Saxon","Washington","$1000","3-Triplex","Residential","$137500"
"Alyce","Hahn",65.02389,-144.49167,"Fairbanks North Star Borough","Little Windy Gulch","Alaska","","","Residential","$89800"
"Tiny","Schmidt",45.35996,-91.97046,"Barron County","Almena","Wisconsin","$6000","1-Single Family Dwelling","Residential","$262500"
"Alda","Wehner",38.57512,-75.7216,"Dorchester County","Millpond Acres","Maryland","","1-Single Family Dwelling","Residential","$212500"
"Natacha","Bechtelar",41.71149,-72.20924,"Windham County","Willimantic","Connecticut","$16000","1-Single Family Dwelling","Residential","$247400"
"Jarod","Hackett",35.28676,-94.68883,"Le Flore County","Cowlington","Oklahoma","$6000","1-Single Family Dwelling","Residential","$240200"
"Kim","Rath",34.4535,-78.64751,"Columbus County","Clarkton","North Carolina","$1000","1-Single Family Dwelling","Residential","$173800"
"Lane","Murazik",35.72509,-94.83606,"Cherokee County","Dry Creek","Oklahoma","$16000","1-Single Family Dwelling","Residential","$163100"
"Davis","Boehm",44.54443,-104.0891,"Crook County","Beulah","Wyoming","","1-Single Family Dwelling","Apartment/Group Living","$116421"
"Gustavo","Ebert",41.42094,-70.9292,"Dukes County","Cuttyhunk","Massachusetts","$19000","1-Single Family Dwelling","Residential","$162239"
"Armando","Herman",35.05604,-105.08158,"Guadalupe County","Bibbs Tank","New Mexico","$9000","","Residential","$228000"
"Natividad","Fahey",30.97546,-90.1612,"Washington Parish","Warnerton","Louisiana","$35000","1-Single Family Dwelling","Residential","$170700"
"Rosy","Daniel",32.45014,-86.11663,"Elmore County","Emerald Mountain","Alabama","","3-Triplex","Residential","$152100"
"Willette","Paucek",34.56072,-78.02332,"Pender County","Rhyne Crossroad","North Carolina","$14000","1-Single Family Dwelling","Residential","$136400"
"Paulette","Reichel",32.7355,-97.0624,"Tarrant County","Arlington","Texas","","1-Single Family Dwelling","Residential","$230600"
"Rod","Bechtelar",37.55168,-104.34192,"Las Animas County","Flattop Butte","Colorado","$5000","1-Single Family Dwelling","Residential","$195500"
"Tegan","Green",32.731,-81.61761,"Screven County","Sylvania","Georgia","$19000","1-Single Family Dwelling","Residential","$114900"
"Teddy","Roberts",30.53604,-94.02129,"Jasper County","Cairo Springs Lookout","Texas","$13000","1-Single Family Dwelling","Residential","$152940"
"Sha","Johnson",39.34066,-76.50552,"Baltimore County","Essex","Maryland","$17000","1-Single Family Dwelling","Residential","$205800"
"Ming","McClure",37.23612,-106.38114,"Conejos County","Chicago Bogs","Colorado","$13000","1-Single Family Dwelling","Residential","$173400"
"Daron","Schamberger",42.79731,-70.82866,"Essex County","Newburyport","Massachusetts","","1-Single Family Dwelling","Residential","$177400"
"Alexandria","Rodriguez",34.02559,-112.426,"Yavapai County","Briggs","Arizona","$15000","1-Single Family Dwelling","Apartment/Group Living","$197753"
"Laverne","Gutmann",45.72953,-69.15196,"Piscataquis County","Prentiss Pond","Maine","$7000","1-Single Family Dwelling","Residential","$193301"
"Robert","Schaden",39.79168,-87.72887,"Edgar County","Chrisman","Illinois","$14000","1-Single Family Dwelling","Unknown","$187500"
"Fernando","Herman",19.92478,-155.89312,"Hawaii County","ʻAnae-hoʻomalu","Hawaii","","1-Single Family Dwelling","Residential","$138100"
"Hilton","Walker",44.29247,-94.1183,"Nicollet County","Nicollet","Minnesota","$8000","1-Single Family Dwelling","Residential","$219400"
"Charley","Quitzon",38.94866,-86.42916,"Lawrence County","Bartlettsville","Indiana","$18000","1-Single Family Dwelling","Residential","$207300"
"Debbra","Brekke",32.45015,-95.30523,"Smith County","Shady Grove","Texas","","1-Single Family Dwelling","Residential","$143300"
"Nery","Satterfield",41.68316,-72.60676,"Hartford County","Glastonbury","Connecticut","$12000","1-Single Family Dwelling","Unknown","$181817"
"Gavin","Bednar",41.77145,-79.90978,"Crawford County","Rockdale Acres","Pennsylvania","$11000","1-Single Family Dwelling","Residential","$189400"
"Gustavo","Bernhard",59.46333,-158.06194,"NULL","Nameless Creek","NULL","","5-9","Residential","$220400"
"Horace","Davis",37.08212,-78.00296,"Nottoway County","Blackstone","Virginia","$4000","","Residential","$140800"
"Brandon","Orn",43.74361,-85.40389,"Mecosta County","Grant Center","Michigan","$18000","1-Single Family Dwelling","Residential","$372900"
"Nikita","Wolf",37.37948,-108.18167,"Montezuma County","Reddert Reservoir","Colorado","$9000","","Residential","$215800"
"Tamesha","Roberts",41.30213,-116.57704,"Elko County","Rock Creek Shearing Corral","Nevada","","1-Single Family Dwelling","Residential","$212500"
"Patrick","Heathcote",35.13039,-82.79208,"Transylvania County","Rosman","North Carolina","$5000","1-Single Family Dwelling","Residential","$62500"
"Dalton","Macejkovic",37.56271,-122.26052,"San Mateo County","Foster City","California","$17000","1-Single Family Dwelling","Residential","$194200"
"Ngan","Ebert",44.72554,-105.56111,"Campbell County","Deen Draw","Wyoming","$4000","1-Single Family Dwelling","Residential","$242977"
"Germaine","Kuhlman",36.66061,-91.37375,"Oregon County","Simpson","Missouri","$2000","1-Single Family Dwelling","Residential","$298200"
"Kelley","Stoltenberg",43.21195,-88.10176,"Washington County","Germantown","Wisconsin","","1-Single Family Dwelling","Residential","$350200"
"Moshe","Green",47.44001,-105.7389,"McCone County","Groh Stock Dam","Montana","$15000","1-Single Family Dwelling","Apartment/Group Living","$146452"
"Natashia","Morissette",40.91146,-77.44888,"Centre County","Aaronsburg","Pennsylvania","$13000","1-Single Family Dwelling","Residential","$175500"
"Eddy","Lehner",36.62949,-87.4339,"Montgomery County","Fort Campbell North","Tennessee","","1-Single Family Dwelling","Residential","$98600"
"Joaquin","Rutherford",43.35225,-84.60417,"Gratiot County","Alma","Michigan","$22000","1-Single Family Dwelling","Apartment/Group Living","$95312"
"Winford","Leuschke",38.15672,-88.66672,"Hamilton County","Lovilla","Illinois","$17000","1-Single Family Dwelling","Residential","$200600"
"Sadie","Carter",41.8024,-116.06537,"Elko County","Picnic Flats","Nevada","$16000","1-Single Family Dwelling","Residential","$112500"
"Sanda","Jast",35.0185,-77.60525,"Jones County","Taylors Corner","North Carolina","$12000","1-Single Family Dwelling","Apartment/Group Living",""
"Leonel","Quigley",43.17397,-73.03566,"Bennington County","Manchester Center","Vermont","$11000","1-Single Family Dwelling","Residential","$149800"
"Kristeen","Zboncak",27.24227,-97.78555,"Kenedy County","Sarita","Texas","","1-Single Family Dwelling","Residential","$264400"
"Bill","Turcotte",44.89123,-123.73956,"Lincoln County","North Fork Gravel Creek","Oregon","$14000","1-Single Family Dwelling","Residential","$241300"
"Verline","Turcotte",30.11728,-83.61685,"Taylor County","Perry","Florida","$14000","1-Single Family Dwelling","Residential","$106400"
"Elke","Schmeler",42.48375,-90.13886,"Jo Daviess County","Apple River","Illinois","$8000","1-Single Family Dwelling","Residential","$362541"
"Son","Kozey",37.28129,-83.19155,"Perry County","Hazard","Kentucky","$18000","1-Single Family Dwelling","Residential","$101900"
"Verona","Renner",37.32612,-106.6417,"Conejos County","Haskell Rincon","Colorado","$16000","1-Single Family Dwelling","Residential","$218300"
"Latashia","Blanda",34.05517,-79.07531,"Horry County","Lewisville (historical)","South Carolina","","1-Single Family Dwelling","Condominium","$244317"
"Hal","Rempel",42.00891,-122.27014,"Klamath County","Pokegama (historical)","Oregon","","1-Single Family Dwelling","Residential","$96300"
"Trey","Block",40.52268,-79.96318,"Allegheny County","Glenshaw","Pennsylvania","$10000","1-Single Family Dwelling","Apartment/Group Living","$271980"
"Irwin","Stamm",36.37096,-81.06675,"Wilkes County","Joynes","North Carolina","$16000","1-Single Family Dwelling","Unknown","$333950"
"Wilber","Harber",21.79106,-160.20191,"Kauai County","Kamalino (historical)","Hawaii","$13000","1-Single Family Dwelling","Apartment/Group Living","$198152"
"Myron","Borer",32.47555,-108.39882,"Grant County","Hookedy Tank","New Mexico","","1-Single Family Dwelling","Residential","$147100"
"Kenny","Paucek",41.99669,-88.15424,"Cook County","Hanover Park","Illinois","$10000","1-Single Family Dwelling","Residential","$169600"
"Jeniffer","Feil",35.37616,-104.21775,"San Miguel County","Hooverville","New Mexico","","","Residential","$138000"
"Suzan","Wiegand",43.0414,-76.22376,"Onondaga County","Syracuse","New York","","1-Single Family Dwelling","Apartment/Group Living","$198152"
"Bret","Glover",34.2145,-107.72783,"Catron County","Jeffers Place","New Mexico","","1-Single Family Dwelling","Residential","$87500"
"Malik","McDermott",38.68202,-83.47491,"Adams County","Grimes (historical)","Ohio","","1-Single Family Dwelling","Apartment/Group Living","$181943"
"Kim","Hayes",37.45507,-84.98746,"Casey County","Chilton","Kentucky","$12000","1-Single Family Dwelling","Apartment/Group Living",""
"Clarice","Reilly",34.41676,-96.1536,"Atoka County","Atoka","Oklahoma","$34000","1-Single Family Dwelling","Apartment/Group Living","$245321"
"Cruz","Tillman",43.37609,-91.03902,"Crawford County","Reed","Wisconsin","$26000","","Residential","$165526"
"Linnea","Rice",44.58116,-89.40413,"Portage County","Polonia","Wisconsin","$10000","1-Single Family Dwelling","Residential","$165100"
"Sue","Nienow",35.0484,-98.00532,"Grady County","Chickasha","Oklahoma","$11000","1-Single Family Dwelling","Residential","$237500"
"Lucio","Goldner",40.6417,-74.38568,"Union County","Plainfield","New Jersey","","","Unknown","$245321"
"Virginia","Goldner",40.22196,-93.47966,"Grundy County","Half Rock","Missouri","","1-Single Family Dwelling","Apartment/Group Living","$214361"
"Marty","Grant",36.62217,-119.54707,"Fresno County","Parlier","California","","","Residential","$152500"
"Willodean","Bogisich",44.08007,-71.4173,"Grafton County","Sawyers River","New Hampshire","","1-Single Family Dwelling","Residential","$94600"
"Jimmy","Homenick",38.31054,-109.40511,"San Juan County","La Sal Junction","Utah","$16000","","Residential","$264700"
"Ariana","McDermott",39.12388,-106.20363,"Lake County","Casey Mine","Colorado","$18000","20-49","Residential","$106200"
"Hollie","Volkman",35.17438,-98.37515,"Caddo County","Nowhere","Oklahoma","","1-Single Family Dwelling","Residential","$127940"
"Alycia","Bechtelar",39.69306,-104.83889,"Arapahoe County","Aurora","Colorado","$11000","1-Single Family Dwelling","Residential","$152400"
"Lonnie","Rempel",47.6077,-115.94128,"Shoshone County","Delta","Idaho","","","Residential","$222800"
"Tuan","Boyer",48.11666,-108.30569,"Phillips County","Brookside (historical)","Montana","","1-Single Family Dwelling","Residential","$87500"
"Thurman","Ortiz",48.39483,-122.1896,"Skagit County","Big Lake","Washington","$4000","1-Single Family Dwelling","Residential","$203800"
"Milo","Schmitt",41.65524,-108.06286,"Sweetwater County","Wamsutter","Wyoming","$64000","1-Single Family Dwelling","Residential","$184900"
"Dan","Blanda",34.31232,-87.37057,"Lawrence County","Grayson","Alabama","","1-Single Family Dwelling","Residential","$62500"
"Mel","Sanford",35.20564,-88.42615,"McNairy County","Adamsville","Tennessee","$17000","1-Single Family Dwelling","Residential","$137500"
"Jamison","Nitzsche",48.55776,-112.12059,"Toole County","Ethridge","Montana","$6000","","Residential","$248200"
"Christin","Cummings",43.2928,-84.03164,"Saginaw County","Clausedale","Michigan","$17000","1-Single Family Dwelling","Residential","$137800"
"Juanita","Zboncak",33.93501,-118.46674,"Los Angeles County","Venice","California","","","Residential","$195500"
"Ali","Koelpin",36.44809,-98.51564,"Major County","West Cleo","Oklahoma","$7000","1-Single Family Dwelling","Residential","$95000"
"Wilbert","Wintheiser",47.37723,-105.31082,"Dawson County","Mink (historical)","Montana","","1-Single Family Dwelling","Apartment/Group Living","$202157"
"Shona","Bayer",37.9402,-121.62217,"Contra Costa County","Brentwood","California","$6000","1-Single Family Dwelling","Residential","$87500"
"Edward","Jenkins",38.25094,-81.19316,"Nicholas County","Dixie","West Virginia","$29000","1-Single Family Dwelling","Residential","$178319"
"Maryann","D'Amore",41.62711,-80.31008,"Crawford County","Conneaut Lakeshore","Pennsylvania","$21000","1-Single Family Dwelling","Residential","$271300"
"Carleen","Hessel",34.32683,-79.50644,"Dillon County","Latta","South Carolina","$10000","1-Single Family Dwelling","Apartment/Group Living","$337800"
"Myung","Johns",36.1819,-115.34971,"Clark County","Summerlin South","Nevada","","1-Single Family Dwelling","Residential","$142400"
"Dorthey","Bergnaum",37.21922,-88.5606,"Pope County","Lewis Corner","Illinois","","1-Single Family Dwelling","Residential","$195900"
"Tangela","Zemlak",37.19726,-87.03638,"Muhlenberg County","Browder","Kentucky","","1-Single Family Dwelling","Residential","$283500"
"Sonja","Kihn",45.04977,-70.85618,"Oxford County","Pleasant Island","Maine","$17000","1-Single Family Dwelling","Condominium","$137500"
"Dorine","Pfeffer",47.96835,-104.48384,"Richland County","Andes","Montana","$16000","1-Single Family Dwelling","Residential","$184600"
"Miguel","Champlin",47.3964,-105.30749,"Dawson County","Corral Creek (historical)","Montana","","2-Duplex","Residential","$154900"
"Randall","Kub",31.41194,-110.5164,"Santa Cruz County","Paloma Spring","Arizona","","1-Single Family Dwelling","Condominium","$112500"
"Harley","Hauck",28.07418,-82.47176,"Hillsborough County","Lake Magdalene","Florida","$4000","1-Single Family Dwelling","Unknown","$158332"
"Orville","Beier",47.07861,-101.19681,"Oliver County","Minnkota Field (historical)","North Dakota","$6000","1-Single Family Dwelling","Residential","$237500"
"Azucena","Lakin",37.87678,-100.87025,"Finney County","Plymell","Kansas","$17000","1-Single Family Dwelling","Residential","$100100"
"Ben","Veum",31.60906,-84.24713,"Dougherty County","Saint Andrews","Georgia","$6000","1-Single Family Dwelling","Residential","$63500"
"Abel","Pfeffer",35.36087,-83.88891,"Graham County","Jenkins Meadow","North Carolina","$19000","1-Single Family Dwelling","Residential","$96700"
"Sonja","Beier",35.46171,-105.04583,"San Miguel County","La Liendre","New Mexico","$17000","1-Single Family Dwelling","Residential","$243500"
"Stormy","White",38.62111,-93.4103,"Pettis County","Green Ridge","Missouri","$17000","1-Single Family Dwelling","Residential","$212400"
"Charlott","Goodwin",34.71027,-117.0956,"San Bernardino County","Stoddard Well","California","$23000","1-Single Family Dwelling","Residential","$170700"
"Bianca","Von",39.33976,-91.43238,"Pike County","Vandalia","Missouri","$14000","","Residential","$212500"
"Maya","Parker",32.85013,-85.25217,"Chambers County","Valley","Alabama","$20000","1-Single Family Dwelling","Unknown","$62500"
"King","White",40.53972,-74.56722,"Somerset County","Manville","New Jersey","$12000","1-Single Family Dwelling","Residential","$98000"
"Pauletta","Morissette",46.76071,-97.87087,"Barnes County","Cuba","North Dakota","$10000","10-19","Residential","$87500"
"Penney","Fritsch",35.5276,-82.99458,"Haywood County","Waynesville","North Carolina","$6000","1-Single Family Dwelling","Residential","$275600"
"Heriberto","Wiza",32.86227,-114.89691,"Imperial County","Cactus","California","","1-Single Family Dwelling","Residential","$165526"
"Kayleigh","Botsford",29.22366,-97.8751,"Wilson County","Pandora","Texas","$18000","1-Single Family Dwelling","Residential","$184100"
"Luvenia","Johns",33.52845,-89.97175,"Carroll County","North Carrollton","Mississippi","","1-Single Family Dwelling","Residential","$173300"
"Aron","Nitzsche",20.63941,-156.19924,"Maui County","Nuʻu (historical)","Hawaii","$6000","","Residential","$220100"
"Pamila","Veum",47.50996,-111.51358,"Cascade County","Sun Prairie","Montana","","1-Single Family Dwelling","Residential","$276700"
"Margot","Schowalter",32.81172,-116.72752,"San Diego County","Alpine","California","$11000","1-Single Family Dwelling","Residential","$271980"
"Darin","Homenick",40.06639,-95.65915,"Richardson County","Falls City","Nebraska","$32000","","Residential","$122367"
"Linwood","Connelly",36.06702,-91.38402,"Sharp County","Nelsonville","Arkansas","","1-Single Family Dwelling","Residential","$72000"
"Gabriel","Vandervort",38.81453,-79.39304,"Pendleton County","Macksville","West Virginia","","1-Single Family Dwelling","Apartment/Group Living","$137500"
"Inez","Swift",30.99018,-90.26843,"Washington Parish","Dyson (historical)","Louisiana","$12000","1-Single Family Dwelling","Residential","$118500"
"Robt","Bednar",47.37026,-98.81919,"Foster County","Township of Bucephalia","North Dakota","$7000","","Residential","$309700"
"Carmen","Kovacek",36.12183,-76.24938,"Perquimans County","Carolina Shores","North Carolina","$12000","1-Single Family Dwelling","Residential","$311100"
"Alfredo","Gorczany",37.91959,-78.29501,"Fluvanna County","Lake Monticello","Virginia","$8000","1-Single Family Dwelling","Duplex","$161700"
"Britt","Heller",43.46555,-94.50163,"Emmet County","Armstrong","Iowa","$16000","1-Single Family Dwelling","Residential","$519500"
"Michell","Connelly",39.09855,-114.58417,"White Pine County","Cooper (historical)","Nevada","$18000","1-Single Family Dwelling","Residential","$354000"
"Cliff","Kunde",37.23612,-106.38114,"Conejos County","Chicago Bogs","Colorado","$10000","1-Single Family Dwelling","Residential","$187500"
"Millicent","Koch",30.55854,-94.82521,"Polk County","Ace","Texas","$18000","1-Single Family Dwelling","Residential","$187500"
"Eugena","McDermott",43.66934,-115.70121,"Boise County","Twin Springs","Idaho","$19000","1-Single Family Dwelling","Residential","$177700"
"Noah","Roberts",41.17924,-77.45748,"Clinton County","Lock Haven","Pennsylvania","$9000","1-Single Family Dwelling","Residential","$137500"
"Alda","Klocko",46.52713,-115.60125,"Clearwater County","Hem Creek","Idaho","$12000","1-Single Family Dwelling","Residential","$463200"
"Jamar","Moore",43.29812,-77.86057,"Monroe County","Hamlin","New York","","1-Single Family Dwelling","Residential","$140632"
"Francesco","McClure",37.90814,-83.59908,"Menifee County","Frenchburg","Kentucky","$10000","","Apartment/Group Living",""
"Emory","Gerlach",40.34672,-83.85855,"Logan County","Gretna","Ohio","$12000","1-Single Family Dwelling","Residential","$99600"
"Pamula","Brown",38.4833,-77.4092,"Stafford County","Aquia Harbour","Virginia","$10000","1-Single Family Dwelling","Residential","$244300"
"Monroe","Weissnat",46.20445,-105.19887,"Custer County","Mizpah","Montana","$16000","1-Single Family Dwelling","Residential","$362541"
"Hans","Hermiston",41.91232,-72.98788,"Litchfield County","Winsted","Connecticut","$13000","1-Single Family Dwelling","Apartment/Group Living","$194601"
"Sharda","Pagac",36.75376,-77.78388,"Brunswick County","Lawrenceville","Virginia","$14000","1-Single Family Dwelling","Residential","$102900"
"Gregg","D'Amore",39.32812,-84.12105,"Warren County","Morrow","Ohio","$17000","1-Single Family Dwelling","Residential","$217000"
"Geoffrey","Green",27.2581,-97.86305,"Kleberg County","Riviera","Texas","","1-Single Family Dwelling","Unknown","$128229"
"Lizeth","Labadie",35.77703,-83.98268,"Blount County","Maryville","Tennessee","$9000","1-Single Family Dwelling","Residential","$162500"
"Elvis","Terry",31.37546,-92.09763,"La Salle Parish","Deville","Louisiana","","1-Single Family Dwelling","Residential","$380600"
"Sierra","Hermiston",34.07735,-82.11095,"Greenwood County","Phoenix","South Carolina","$14000","50-100","Residential","$103100"
"Anita","Ryan",29.8955,-89.89288,"Saint Bernard Parish","Violet","Louisiana","$14000","1-Single Family Dwelling","Residential","$71300"
"Kenyetta","Nikolaus",31.16046,-95.75606,"Leon County","Ash","Texas","$6000","","Residential","$197753"
"Romana","Denesik",31.69241,-91.71268,"Catahoula Parish","Ballina","Louisiana","$17000","","Residential","$176100"
"Reynalda","Kris",45.55767,-117.89288,"Union County","Elgin","Oregon","$12000","1-Single Family Dwelling","Unknown","$116421"
"Scottie","McLaughlin",40.3325,-82.30722,"Knox County","Artanna","Ohio","$11000","","Residential","$130100"
"Connie","Schiller",37.58541,-75.78493,"Accomack County","Painter","Virginia","$5000","1-Single Family Dwelling","Residential","$212400"
"Traci","Rath",45.99344,-123.60291,"Clatsop County","Denver (historical)","Oregon","","1-Single Family Dwelling","Residential","$178268"
"Jenell","Jerde",45.91763,-120.10838,"Klickitat County","Stegeman Canyon","Washington","$4000","2-Duplex","Residential","$116421"
"Taylor","Prosacco",30.21271,-94.74187,"Liberty County","New Hope","Texas","$10000","1-Single Family Dwelling","Residential","$298500"
"Percy","Turcotte",32.72065,-105.65748,"Otero County","Crisp","New Mexico","$8000","1-Single Family Dwelling","Residential","$110300"
"Ruthe","Gerlach",35.70815,-84.1348,"Blount County","Greenback","Tennessee","$20000","1-Single Family Dwelling","Residential","$199200"
"Rasheeda","Mraz",37.12645,-94.8319,"Cherokee County","Columbus","Kansas","$12000","1-Single Family Dwelling","Residential","$132800"
"Boyce","Gorczany",41.03911,-111.71827,"Morgan County","Morgan","Utah","","1-Single Family Dwelling","Triplex","$132400"
"Dominic","Cormier",44.65866,-74.15543,"Franklin County","Porcaville","New York","$2000","1-Single Family Dwelling","Residential","$152500"
"Rupert","Leuschke",39.70428,-75.81494,"Cecil County","Newark","Maryland","$23000","1-Single Family Dwelling","Residential","$183200"
"Hiram","Trantow",40.36332,-106.57004,"Grand County","Smole Sawmill","Colorado","$21000","1-Single Family Dwelling","Apartment/Group Living","$245321"
"Mikel","Mueller",31.55151,-83.85088,"Worth County","Sylvester","Georgia","$12000","1-Single Family Dwelling","Residential","$185300"
"Horace","Feest",40.25838,-85.67613,"Madison County","Alexandria","Indiana","$15000","1-Single Family Dwelling","Residential","$102600"
"Tobi","Schimmel",30.61186,-89.64145,"Pearl River County","Carriere","Mississippi","","1-Single Family Dwelling","Residential","$161500"
"Luis","Koelpin",34.12482,-118.47892,"Los Angeles County","Van Nuys","California","$129000","1-Single Family Dwelling","Residential","$106400"
"Alberto","Torp",33.46262,-93.02517,"Ouachita County","Ogemaw","Arkansas","$5000","","Residential","$137500"
"Matthew","McDermott",41.54019,-114.79948,"Elko County","Shores","Nevada","$3000","1-Single Family Dwelling","Unknown","$187500"
"Sherwood","Konopelski",56.86556,-133.69639,"Petersburg Borough","Goldstein Trail","Alaska","$21000","1-Single Family Dwelling","Apartment/Group Living",""
"Art","Haley",46.87955,-122.26234,"Pierce County","Eatonville","Washington","$11000","1-Single Family Dwelling","Residential","$195624"
"Leonora","Rowe",28.98359,-82.73733,"Citrus County","Yankeetown","Florida","$9000","1-Single Family Dwelling","Apartment/Group Living","$179300"
"Warren","Eichmann",36.60837,-97.45421,"Kay County","Polk","Oklahoma","","1-Single Family Dwelling","Residential","$87500"
"Harold","Pollich",20.9183,-156.4259,"Maui County","Kahului","Hawaii","$12000","1-Single Family Dwelling","Residential","$68300"
"Shanta","Cormier",41.45985,-123.29727,"Siskiyou County","Bear Skull Camp","California","$14000","1-Single Family Dwelling","Residential","$256700"
"Vance","Rogahn",41.11864,-87.8881,"Kankakee County","Kankakee","Illinois","$12000","1-Single Family Dwelling","Residential","$144700"
"Enriqueta","Armstrong",44.24922,-104.11146,"Crook County","Moskee","Wyoming","$15000","1-Single Family Dwelling","Apartment/Group Living","$67400"
"Lance","Quigley",45.6713,-98.01588,"Brown County","Claremont","South Dakota","$4000","1-Single Family Dwelling","Residential","$187500"
"Neomi","Champlin",39.34066,-76.50552,"Baltimore County","Essex","Maryland","$15000","1-Single Family Dwelling","Residential","$108300"
"Diedra","Gulgowski",33.93343,-96.93917,"Grayson County","Lebanon","Texas","$19000","1-Single Family Dwelling","Residential","$163300"
"Eryn","Harvey",42.60943,-95.68056,"Cherokee County","Quimby","Iowa","$15000","5-9","Residential","$441600"
"Angelo","Zboncak",36.84839,-92.99073,"Christian County","Garrison","Missouri","","","Residential","$153300"
"Cory","Maggio",38.0393,-76.92191,"Essex County","Lukes Island (historical)","Virginia","","1-Single Family Dwelling","Residential","$161300"
"Eric","Johnston",40.63268,-73.68422,"Nassau County","Valley Stream","New York","$20000","1-Single Family Dwelling","Residential","$92900"
"Jerry","Botsford",41.55593,-73.04427,"New Haven County","Waterbury","Connecticut","","1-Single Family Dwelling","Apartment/Group Living","$224936"
"Cristine","Jacobs",35.28147,-92.42516,"Faulkner County","Greenbrier","Arkansas","","1-Single Family Dwelling","Residential","$115000"
"Denny","Wiza",44.58319,-120.17056,"Wheeler County","Mitchell","Oregon","","1-Single Family Dwelling","Residential","$151700"
"Rosendo","Von",48.35832,-111.0772,"Liberty County","Tiber Dam Camp","Montana","$12000","1-Single Family Dwelling","Apartment/Group Living","$202157"
"Peggy","Gutkowski",38.8608,-112.10826,"Sevier County","Newts Canyon","Utah","","","Residential","$241800"
"Georgann","Streich",32.97096,-88.71949,"Noxubee County","Summerville (historical)","Mississippi","$20000","10-19","Residential","$146500"
"Marlyn","Little",33.59592,-101.79517,"Lubbock County","Lubbock","Texas","$19000","1-Single Family Dwelling","Unknown","$224936"
"Elisha","Huels",33.58817,-83.75546,"Newton County","Skyline","Georgia","$5000","1-Single Family Dwelling","Apartment/Group Living","$112500"
"Deandre","Brown",33.44282,-112.14932,"Maricopa County","Phoenix","Arizona","$4000","1-Single Family Dwelling","Residential","$162500"
"Donnie","Rippin",46.08469,-94.26583,"Morrison County","Camp Ripley Junction","Minnesota","$15000","1-Single Family Dwelling","Residential","$141100"
"Hermelinda","Beier",37.90814,-83.59908,"Menifee County","Frenchburg","Kentucky","$9000","1-Single Family Dwelling","Residential","$271900"
"Caleb","Davis",32.47508,-108.54227,"Hidalgo County","Gold Hill (historical)","New Mexico","$8000","1-Single Family Dwelling","Residential","$198800"
"Ina","Bogisich",38.04364,-93.47326,"Hickory County","Quincy","Missouri","$5000","","Residential","$237500"
"Lucienne","Shanahan",31.39711,-87.90361,"Clarke County","Platers Fish Camp","Alabama","$19000","1-Single Family Dwelling","Residential","$67600"
"Zackary","Brekke",40.00202,-81.53957,"Guernsey County","Cambridge","Ohio","$34000","","Residential","$153200"
"Elfrieda","Rempel",37.6329,-80.14645,"Alleghany County","Potts Creek","Virginia","$17000","1-Single Family Dwelling","Apartment/Group Living","$224936"
"Sydney","Emard",36.32961,-112.46212,"Coconino County","Bedrock Rapids","Arizona","","1-Single Family Dwelling","Apartment/Group Living",""
"Hunter","Stiedemann",36.71524,-121.79162,"Monterey County","Marina","California","","1-Single Family Dwelling","Apartment/Group Living","$237500"
"Charlette","Barton",35.83286,-93.71325,"Madison County","Dutton","Arkansas","$9000","1-Single Family Dwelling","Residential","$362541"
"Johnnie","Schiller",39.64115,-89.03647,"Christian County","Moweaqua","Illinois","","1-Single Family Dwelling","Residential","$62500"
"Leighann","Erdman",48.56667,-96.24944,"Roseau County","Herb Post Office (historical)","Minnesota","","1-Single Family Dwelling","Residential","$162500"
"Rosio","Gaylord",34.48061,-108.22562,"Catron County","Flood Homestead","New Mexico","$10000","1-Single Family Dwelling","Residential","$217000"
"Marlon","Mraz",36.17839,-87.44196,"Dickson County","Woodhaven (historical)","Tennessee","","","Residential","$237500"
"Jaqueline","Olson",35.42311,-102.59549,"Oldham County","East Alamocitos Windmill","Texas","$5000","1-Single Family Dwelling","Residential","$271980"
"Kathern","Greenholt",44.7536,-104.36689,"Crook County","Mona","Wyoming","","1-Single Family Dwelling","Residential","$178268"
"Jamee","Morissette",28.07418,-82.47176,"Hillsborough County","Lake Magdalene","Florida","$4000","1-Single Family Dwelling","Residential","$545200"
"Chadwick","Krajcik",43.88114,-84.48853,"Gladwin County","Beaverton","Michigan","$20000","","Residential","$106900"
"Darryl","Cummerata",41.96475,-87.68395,"Cook County","Lincoln Square","Illinois","$7000","1-Single Family Dwelling","Residential","$187500"
"Catheryn","Parker",42.52424,-74.98877,"Otsego County","Milford Center","New York","","1-Single Family Dwelling","Residential","$212500"
"Rufus","Parisian",33.9597,-80.397,"Sumter County","Sumter","South Carolina","","1-Single Family Dwelling","Apartment/Group Living","$137500"
"Shizuko","McGlynn",34.97398,-83.45599,"Rabun County","Dillard","Georgia","","1-Single Family Dwelling","Residential","$182100"
"Tomas","Christiansen",34.61082,-118.43786,"Los Angeles County","Green Valley","California","$14000","1-Single Family Dwelling","Residential","$181800"
"Federico","Harber",42.33065,-71.59257,"Middlesex County","Marlborough","Massachusetts","$11000","1-Single Family Dwelling","Residential","$325000"
"Jean","Powlowski",33.32234,-91.78902,"Ashley County","Roark","Arkansas","$10000","1-Single Family Dwelling","Residential","$262500"
